,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1628415,00,0,268,241,7557.0,1448,3443,0.420563,424,1218,0.348111,549,687,0.799126,204,611,815,528,259,81,430,891,3869
0,1629308,00,0,136,28,2328.0,260,499,0.521042,71,199,0.356783,65,106,0.613207,66,391,457,298,100,47,141,248,656
0,201586,00,0,900,696,24900.0,4541,8849,0.513165,607,1688,0.359597,1256,1656,0.758454,1874,4580,6454,741,371,1752,1174,2448,10945
0,1630559,00,0,55,15,1250.0,126,271,0.464944,46,145,0.317241,68,80,0.85,35,124,159,87,25,19,33,80,366
0,1627745,00,0,193,68,2846.0,397,601,0.660565,11,37,0.297297,201,288,0.697916,220,419,639,148,72,135,129,429,1006
0,1626204,00,0,389,133,9382.0,1301,2463,0.528217,163,492,0.3313,392,572,0.685314,770,1779,2549,740,479,196,388,870,3157
0,1630526,00,0,44,36,1014.0,117,292,0.400684,50,150,0.333333,30,42,0.714285,71,183,254,44,27,15,35,74,314
0,1629003,00,0,170,34,3545.0,613,1382,0.44356,176,495,0.355555,253,308,0.821428,83,313,396,432,91,48,198,335,1655
0,1626159,00,0,315,117,8131.0,1040,2520,0.412698,215,683,0.314787,338,533,0.634146,315,1300,1615,792,277,126,457,705,2633
0,1627761,00,0,296,55,5671.0,720,1519,0.473996,106,375,0.282666,204,334,0.610778,185,765,950,533,291,120,367,533,1750
0,203463,00,0,548,268,12323.0,1725,4178,0.412876,840,2321,0.361912,597,766,0.779373,222,1033,1255,551,342,105,597,1161,4887
0,204060,00,0,590,313,15157.0,1805,4016,0.449452,1071,2622,0.408466,413,538,0.767657,189,1725,1914,2213,544,90,927,1099,5094
0,201980,00,0,811,706,20567.0,2506,5956,0.420752,1544,3873,0.398657,533,662,0.805135,491,2294,2785,1258,836,626,808,1423,7089
0,1630202,00,0,131,6,2165.0,324,750,0.432,189,462,0.40909,59,64,0.921875,60,216,276,247,57,14,91,159,896
0,201152,00,0,1078,711,31641.0,5953,11859,0.501981,510,1537,0.331815,1387,2092,0.663001,2167,4144,6311,1987,1524,447,1580,2335,13803
0,1630631,00,0,47,1,721.0,112,257,0.435797,31,99,0.313131,32,44,0.727272,22,64,86,128,59,7,33,69,287
0,203087,00,0,567,136,11781.0,2110,4802,0.4394,597,1738,0.343498,941,1099,0.856232,299,1756,2055,893,413,217,460,917,5758
0,1630209,00,0,52,11,641.0,122,227,0.537444,1,8,0.125,36,57,0.631578,77,197,274,47,15,19,39,77,281
0,203085,00,0,649,172,15703.0,2113,5055,0.418001,742,2123,0.349505,746,1150,0.648695,217,1131,1348,1434,463,108,705,1387,5714
0,201588,00,0,862,483,23556.0,3292,7206,0.456841,1031,2706,0.381005,1676,2078,0.806544,515,2118,2633,2686,775,227,1053,1695,9291
0,203482,00,0,606,166,13330.0,2210,4652,0.475064,731,2003,0.364952,951,1217,0.781429,719,2353,3072,1231,461,281,884,1687,6102
0,202066,00,0,688,287,14746.0,1567,3894,0.402413,688,2001,0.343828,560,757,0.739762,286,1331,1617,1187,571,234,638,1297,4382
0,1630533,00,0,56,28,1197.0,164,361,0.454293,64,208,0.307692,29,39,0.743589,22,93,115,57,30,11,37,103,421
0,202684,00,0,723,477,19447.0,2636,5086,0.518285,10,38,0.263157,1269,2095,0.605727,2387,3699,6086,721,363,498,823,1645,6551
0,202340,00,0,656,541,18056.0,2904,6699,0.433497,854,2343,0.364489,592,756,0.783068,397,1460,1857,1103,651,128,867,1418,7254
0,1629676,00,0,101,54,2147.0,323,659,0.490136,59,174,0.33908,145,195,0.743589,149,359,508,156,80,61,145,251,850
0,1629048,00,0,146,18,1688.0,272,573,0.474694,48,193,0.248704,124,178,0.696629,157,261,418,108,39,134,85,257,716
0,1630598,00,0,46,31,1085.0,132,290,0.455172,38,122,0.311475,49,66,0.742424,46,114,160,54,30,10,43,89,351
